user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,is_retained,DoW,channel_code,is_correct_lang
a100001097,1/19/2018,Instagram,personalization,TRUE,English,English,45-55 years,1/19/2018,1/19/2018,FALSE,4,2,Yes
a100001097,1/27/2018,House Ads,control,FALSE,English,English,36-45 years,1/19/2018,1/19/2018,FALSE,4,2,Yes
a100001098,1/20/2018,Facebook,personalization,TRUE,English,English,55+ years,1/20/2018,4/2/2018,FALSE,5,3,Yes
a100001098,1/27/2018,House Ads,control,FALSE,English,English,45-55 years,1/20/2018,4/2/2018,FALSE,5,3,Yes
a100001099,1/21/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/21/2018,,TRUE,6,2,Yes
a100001099,1/27/2018,Push,control,FALSE,English,English,0-18 years,1/21/2018,,TRUE,6,2,Yes
a100001100,1/22/2018,Email,personalization,TRUE,English,English,19-24 years,1/22/2018,,TRUE,0,4,Yes
a100001100,1/27/2018,Facebook,control,FALSE,English,English,19-24 years,1/22/2018,,TRUE,0,4,Yes
a100001101,1/23/2018,Push,personalization,TRUE,English,English,24-30 years,1/23/2018,,TRUE,1,5,Yes
a100001101,1/27/2018,Instagram,control,FALSE,English,English,24-30 years,1/23/2018,,TRUE,1,5,Yes
a100001102,1/24/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/24/2018,,TRUE,2,3,Yes
a100001102,1/27/2018,Instagram,control,FALSE,English,English,30-36 years,1/24/2018,,TRUE,2,3,Yes
a100001103,1/25/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/25/2018,,TRUE,3,2,Yes
a100001103,1/28/2018,Facebook,control,FALSE,English,English,36-45 years,1/25/2018,,TRUE,3,2,Yes
a100001104,1/17/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/17/2018,,TRUE,2,2,Yes
a100001104,1/28/2018,House Ads,control,FALSE,English,English,45-55 years,1/17/2018,,TRUE,2,2,Yes
a100001105,1/18/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/18/2018,,TRUE,3,3,Yes
a100001105,1/28/2018,House Ads,control,FALSE,English,English,0-18 years,1/18/2018,,TRUE,3,3,Yes
a100001106,1/19/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/19/2018,,TRUE,4,2,Yes
a100001106,1/28/2018,House Ads,control,FALSE,English,English,19-24 years,1/19/2018,,TRUE,4,2,Yes
a100001107,1/20/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/20/2018,,TRUE,5,2,Yes
a100001107,1/28/2018,Push,control,FALSE,English,English,24-30 years,1/20/2018,,TRUE,5,2,Yes
a100001108,1/21/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/21/2018,,TRUE,6,3,Yes
a100001108,1/28/2018,Facebook,control,FALSE,English,English,30-36 years,1/21/2018,,TRUE,6,3,Yes
a100001109,1/22/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/22/2018,,TRUE,0,2,Yes
a100001109,1/28/2018,Instagram,control,FALSE,English,English,36-45 years,1/22/2018,,TRUE,0,2,Yes
a100001110,1/23/2018,Email,personalization,TRUE,English,English,19-24 years,1/23/2018,,TRUE,1,4,Yes
a100001110,1/29/2018,Instagram,control,FALSE,English,English,45-55 years,1/23/2018,,TRUE,1,4,Yes
a100001111,1/24/2018,Push,personalization,TRUE,English,English,0-18 years,1/24/2018,,TRUE,2,5,Yes
a100001111,1/29/2018,Facebook,control,FALSE,English,English,0-18 years,1/24/2018,,TRUE,2,5,Yes
a100001112,1/25/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/25/2018,,TRUE,3,3,Yes
a100001112,1/29/2018,House Ads,control,FALSE,English,English,19-24 years,1/25/2018,,TRUE,3,3,Yes
a100001113,1/17/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/17/2018,,TRUE,2,2,Yes
a100001113,1/29/2018,House Ads,control,FALSE,English,English,24-30 years,1/17/2018,,TRUE,2,2,Yes
a100001114,1/18/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/18/2018,,TRUE,3,2,Yes
a100001114,1/29/2018,House Ads,control,FALSE,English,English,30-36 years,1/18/2018,,TRUE,3,2,Yes
a100001115,1/1/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/1/2018,,TRUE,0,3,Yes
a100001115,1/29/2018,Push,control,FALSE,English,English,36-45 years,1/1/2018,,TRUE,0,3,Yes
a100001116,1/2/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/2/2018,,TRUE,1,2,Yes
a100001116,1/29/2018,Facebook,control,FALSE,English,English,45-55 years,1/2/2018,,TRUE,1,2,Yes
a100001117,1/3/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/3/2018,,TRUE,2,2,Yes
a100001117,1/30/2018,Instagram,control,FALSE,English,English,0-18 years,1/3/2018,,TRUE,2,2,Yes
a100001118,1/4/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/4/2018,,TRUE,3,3,Yes
a100001118,1/30/2018,Instagram,control,FALSE,English,English,19-24 years,1/4/2018,,TRUE,3,3,Yes
a100001119,1/5/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/5/2018,,TRUE,4,2,Yes
a100001119,1/30/2018,Facebook,control,FALSE,English,English,24-30 years,1/5/2018,,TRUE,4,2,Yes
a100001120,1/6/2018,Email,personalization,TRUE,English,English,19-24 years,1/6/2018,,TRUE,5,4,Yes
a100001120,1/30/2018,House Ads,control,FALSE,Spanish,Spanish,30-36 years,1/6/2018,,TRUE,5,4,Yes
a100001121,1/7/2018,Push,personalization,TRUE,English,English,19-24 years,1/7/2018,,TRUE,6,5,Yes
a100001121,1/30/2018,House Ads,control,FALSE,English,English,36-45 years,1/7/2018,,TRUE,6,5,Yes
a100001122,1/8/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/8/2018,,TRUE,0,3,Yes
a100001122,1/30/2018,House Ads,control,FALSE,English,English,45-55 years,1/8/2018,,TRUE,0,3,Yes
a100001123,1/9/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/9/2018,,TRUE,1,2,Yes
a100001123,1/30/2018,Push,control,FALSE,English,English,0-18 years,1/9/2018,,TRUE,1,2,Yes
a100001124,1/10/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/10/2018,,TRUE,2,3,Yes
a100001124,1/31/2018,Facebook,control,FALSE,English,English,19-24 years,1/10/2018,,TRUE,2,3,Yes
a100001125,1/11/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/11/2018,,TRUE,3,2,Yes
a100001125,1/31/2018,Instagram,control,FALSE,English,English,24-30 years,1/11/2018,,TRUE,3,2,Yes
a100001126,1/12/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/12/2018,,TRUE,4,2,Yes
a100001126,1/31/2018,Instagram,control,FALSE,English,English,30-36 years,1/12/2018,,TRUE,4,2,Yes
a100001127,1/13/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/13/2018,,TRUE,5,3,Yes
a100001127,1/31/2018,Facebook,control,FALSE,English,English,36-45 years,1/13/2018,,TRUE,5,3,Yes
a100001128,1/14/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/14/2018,,TRUE,6,2,Yes
a100001128,1/31/2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/14/2018,,TRUE,6,2,Yes
a100001129,1/15/2018,Email,personalization,TRUE,English,English,0-18 years,1/15/2018,,TRUE,0,4,Yes
a100001129,1/31/2018,House Ads,control,FALSE,English,English,0-18 years,1/15/2018,,TRUE,0,4,Yes
a100001130,1/16/2018,Push,personalization,TRUE,English,English,19-24 years,1/16/2018,,TRUE,1,5,Yes
a100001130,1/31/2018,House Ads,control,FALSE,English,English,19-24 years,1/16/2018,,TRUE,1,5,Yes
a100001131,1/17/2018,Facebook,personalization,TRUE,English,English,24-30 years,1/17/2018,,TRUE,2,3,Yes
a100001131,1/1/2018,Push,control,FALSE,English,English,24-30 years,1/17/2018,,TRUE,2,3,Yes
a100001132,1/18/2018,Instagram,personalization,TRUE,English,English,30-36 years,1/18/2018,,TRUE,3,2,Yes
a100001132,1/1/2018,Facebook,control,FALSE,English,English,30-36 years,1/18/2018,,TRUE,3,2,Yes
a100001133,1/1/2018,Facebook,personalization,TRUE,English,English,36-45 years,1/1/2018,,TRUE,0,3,Yes
a100001133,1/1/2018,Instagram,control,FALSE,English,English,36-45 years,1/1/2018,,TRUE,0,3,Yes
a100001134,1/2/2018,Instagram,personalization,TRUE,English,English,45-55 years,1/2/2018,,TRUE,1,2,Yes
a100001134,1/1/2018,Instagram,control,FALSE,English,English,45-55 years,1/2/2018,,TRUE,1,2,Yes
a100001135,1/3/2018,Instagram,personalization,TRUE,English,English,55+ years,1/3/2018,,TRUE,2,2,Yes
a100001135,1/1/2018,Facebook,control,FALSE,English,English,0-18 years,1/3/2018,,TRUE,2,2,Yes
a100001136,1/4/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/4/2018,,TRUE,3,3,Yes
a100001136,1/1/2018,House Ads,control,FALSE,English,English,19-24 years,1/4/2018,,TRUE,3,3,Yes
a100001137,1/5/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/5/2018,,TRUE,4,2,Yes
a100001137,1/1/2018,House Ads,control,FALSE,Spanish,Spanish,24-30 years,1/5/2018,,TRUE,4,2,Yes
a100001138,1/6/2018,Email,personalization,TRUE,English,English,24-30 years,1/6/2018,,TRUE,5,4,Yes
a100001138,1/2/2018,House Ads,control,FALSE,English,English,30-36 years,1/6/2018,,TRUE,5,4,Yes
a100001139,1/1/2018,Push,personalization,TRUE,English,English,19-24 years,1/1/2018,,TRUE,0,5,Yes
a100001139,1/2/2018,Push,control,FALSE,English,English,36-45 years,1/1/2018,,TRUE,0,5,Yes
a100001140,1/1/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/1/2018,,TRUE,0,3,Yes
a100001140,1/2/2018,Facebook,control,FALSE,English,English,45-55 years,1/1/2018,,TRUE,0,3,Yes
a100001141,1/1/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/1/2018,,TRUE,0,2,Yes
a100001141,1/2/2018,Instagram,control,FALSE,English,English,0-18 years,1/1/2018,,TRUE,0,2,Yes
a100001142,1/1/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/1/2018,,TRUE,0,3,Yes
a100001142,1/2/2018,Instagram,control,FALSE,English,English,19-24 years,1/1/2018,,TRUE,0,3,Yes
a100001143,1/1/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/1/2018,,TRUE,0,2,Yes
a100001143,1/2/2018,Facebook,control,FALSE,English,English,24-30 years,1/1/2018,,TRUE,0,2,Yes
a100001144,1/2/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/2/2018,,TRUE,1,2,Yes
a100001144,1/2/2018,House Ads,control,FALSE,English,English,30-36 years,1/2/2018,,TRUE,1,2,Yes
a100001145,1/2/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/2/2018,,TRUE,1,3,Yes
a100001145,1/3/2018,House Ads,control,FALSE,English,English,36-45 years,1/2/2018,,TRUE,1,3,Yes
a100001146,1/2/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/2/2018,,TRUE,1,2,Yes
a100001146,1/3/2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/2/2018,,TRUE,1,2,Yes
a100001147,1/2/2018,Email,personalization,TRUE,English,English,19-24 years,1/2/2018,,TRUE,1,4,Yes
a100001147,1/3/2018,Push,control,FALSE,English,English,0-18 years,1/2/2018,,TRUE,1,4,Yes
a100001148,1/2/2018,Push,personalization,TRUE,English,English,0-18 years,1/2/2018,,TRUE,1,5,Yes
a100001148,1/3/2018,Facebook,control,FALSE,English,English,19-24 years,1/2/2018,,TRUE,1,5,Yes
a100001149,1/3/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/3/2018,,TRUE,2,3,Yes
a100001149,1/3/2018,Instagram,control,FALSE,English,English,24-30 years,1/3/2018,,TRUE,2,3,Yes
a100001150,1/3/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/3/2018,,TRUE,2,2,Yes
a100001150,1/3/2018,Instagram,control,FALSE,English,English,30-36 years,1/3/2018,,TRUE,2,2,Yes
a100001151,1/3/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/3/2018,,TRUE,2,3,Yes
a100001151,1/3/2018,Facebook,control,FALSE,English,English,36-45 years,1/3/2018,,TRUE,2,3,Yes
a100001152,1/3/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/3/2018,,TRUE,2,2,Yes
a100001152,1/4/2018,House Ads,control,FALSE,English,English,45-55 years,1/3/2018,,TRUE,2,2,Yes
a100001153,1/3/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/3/2018,,TRUE,2,2,Yes
a100001153,1/4/2018,House Ads,control,FALSE,English,English,0-18 years,1/3/2018,,TRUE,2,2,Yes
a100001154,1/4/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/4/2018,4/11/2018,FALSE,3,3,Yes
a100001154,1/4/2018,House Ads,control,FALSE,English,English,19-24 years,1/4/2018,4/11/2018,FALSE,3,3,Yes
a100001155,1/4/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/4/2018,1/29/2018,FALSE,3,2,Yes
a100001155,1/4/2018,Push,control,FALSE,English,English,24-30 years,1/4/2018,1/29/2018,FALSE,3,2,Yes
a100001156,1/4/2018,Email,personalization,TRUE,English,English,24-30 years,1/4/2018,1/10/2018,FALSE,3,4,Yes
a100001156,1/4/2018,Facebook,control,FALSE,English,English,30-36 years,1/4/2018,1/10/2018,FALSE,3,4,Yes
a100001157,1/4/2018,Push,personalization,TRUE,English,English,19-24 years,1/4/2018,4/8/2018,FALSE,3,5,Yes
a100001157,1/4/2018,Instagram,control,FALSE,English,English,36-45 years,1/4/2018,4/8/2018,FALSE,3,5,Yes
a100001158,1/4/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/4/2018,2/18/2018,FALSE,3,3,Yes
a100001158,1/4/2018,Instagram,control,FALSE,English,English,45-55 years,1/4/2018,2/18/2018,FALSE,3,3,Yes
a100001159,1/4/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/4/2018,2/6/2018,FALSE,3,2,Yes
a100001159,1/5/2018,Facebook,control,FALSE,English,English,0-18 years,1/4/2018,2/6/2018,FALSE,3,2,Yes
a100001160,1/5/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/5/2018,1/13/2018,FALSE,4,3,Yes
a100001160,1/5/2018,House Ads,control,FALSE,Spanish,Spanish,19-24 years,1/5/2018,1/13/2018,FALSE,4,3,Yes
a100001161,1/5/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/5/2018,2/10/2018,FALSE,4,2,Yes
a100001161,1/5/2018,House Ads,control,FALSE,English,English,24-30 years,1/5/2018,2/10/2018,FALSE,4,2,Yes
a100001162,1/5/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/5/2018,2/4/2018,FALSE,4,2,Yes
a100001162,1/5/2018,House Ads,control,FALSE,English,English,30-36 years,1/5/2018,2/4/2018,FALSE,4,2,Yes
a100001163,1/5/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/5/2018,,TRUE,4,3,Yes
a100001163,1/5/2018,Push,control,FALSE,English,English,36-45 years,1/5/2018,,TRUE,4,3,Yes
a100001164,1/5/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/5/2018,,TRUE,4,2,Yes
a100001164,1/5/2018,Facebook,control,FALSE,English,English,45-55 years,1/5/2018,,TRUE,4,2,Yes
a100001165,1/6/2018,Email,personalization,TRUE,English,English,19-24 years,1/6/2018,,TRUE,5,4,Yes
a100001165,1/5/2018,Instagram,control,FALSE,English,English,0-18 years,1/6/2018,,TRUE,5,4,Yes
a100001166,1/6/2018,Push,personalization,TRUE,English,English,0-18 years,1/6/2018,4/3/2018,FALSE,5,5,Yes
a100001166,1/6/2018,Instagram,control,FALSE,English,English,19-24 years,1/6/2018,4/3/2018,FALSE,5,5,Yes
a100001167,1/6/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/6/2018,2/4/2018,FALSE,5,3,Yes
a100001167,1/6/2018,Facebook,control,FALSE,English,English,24-30 years,1/6/2018,2/4/2018,FALSE,5,3,Yes
a100001168,1/6/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/6/2018,2/11/2018,FALSE,5,2,Yes
a100001168,1/6/2018,House Ads,control,FALSE,English,English,30-36 years,1/6/2018,2/11/2018,FALSE,5,2,Yes
a100001169,1/6/2018,Facebook,personalization,TRUE,English,English,30-36 years,1/6/2018,2/19/2018,FALSE,5,3,Yes
a100001169,1/6/2018,House Ads,control,FALSE,English,English,36-45 years,1/6/2018,2/19/2018,FALSE,5,3,Yes
a100001170,1/7/2018,Instagram,personalization,TRUE,English,English,36-45 years,1/7/2018,4/5/2018,FALSE,6,2,Yes
a100001170,1/6/2018,House Ads,control,FALSE,English,English,45-55 years,1/7/2018,4/5/2018,FALSE,6,2,Yes
a100001171,1/7/2018,Instagram,personalization,TRUE,English,English,45-55 years,1/7/2018,4/16/2018,FALSE,6,2,Yes
a100001171,1/6/2018,Push,control,FALSE,English,English,0-18 years,1/7/2018,4/16/2018,FALSE,6,2,Yes
a100001172,1/7/2018,Facebook,personalization,TRUE,English,English,55+ years,1/7/2018,3/17/2018,FALSE,6,3,Yes
a100001172,1/6/2018,Facebook,control,FALSE,English,English,19-24 years,1/7/2018,3/17/2018,FALSE,6,3,Yes
a100001173,1/7/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/7/2018,3/6/2018,FALSE,6,2,Yes
a100001173,1/7/2018,Instagram,control,FALSE,English,English,24-30 years,1/7/2018,3/6/2018,FALSE,6,2,Yes
a100001174,1/7/2018,Email,personalization,TRUE,English,English,19-24 years,1/7/2018,3/4/2018,FALSE,6,4,Yes
a100001174,1/7/2018,Instagram,control,FALSE,English,English,30-36 years,1/7/2018,3/4/2018,FALSE,6,4,Yes
a100001175,1/8/2018,Push,personalization,TRUE,English,English,24-30 years,1/8/2018,,TRUE,0,5,Yes
a100001175,1/7/2018,Facebook,control,FALSE,English,English,36-45 years,1/8/2018,,TRUE,0,5,Yes
a100001176,1/8/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/8/2018,,TRUE,0,3,Yes
a100001176,1/7/2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/8/2018,,TRUE,0,3,Yes
a100001177,1/8/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/8/2018,,TRUE,0,2,Yes
a100001177,1/7/2018,House Ads,control,FALSE,English,English,0-18 years,1/8/2018,,TRUE,0,2,Yes
a100001178,1/8/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/8/2018,,TRUE,0,3,Yes
a100001178,1/7/2018,House Ads,control,FALSE,Spanish,Spanish,19-24 years,1/8/2018,,TRUE,0,3,Yes
a100001179,1/8/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/8/2018,,TRUE,0,2,Yes
a100001179,1/8/2018,Push,control,FALSE,English,English,24-30 years,1/8/2018,,TRUE,0,2,Yes
a100001180,1/8/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/8/2018,4/17/2018,FALSE,0,2,Yes
a100001180,1/8/2018,Facebook,control,FALSE,English,English,30-36 years,1/8/2018,4/17/2018,FALSE,0,2,Yes
a100001181,1/9/2018,Facebook,personalization,TRUE,English,English,24-30 years,1/9/2018,3/6/2018,FALSE,1,3,Yes
a100001181,1/8/2018,Instagram,control,FALSE,English,English,36-45 years,1/9/2018,3/6/2018,FALSE,1,3,Yes
a100001182,1/9/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/9/2018,2/6/2018,FALSE,1,2,Yes
a100001182,1/8/2018,Instagram,control,FALSE,English,English,45-55 years,1/9/2018,2/6/2018,FALSE,1,2,Yes
a100001183,1/9/2018,Email,personalization,TRUE,English,English,19-24 years,1/9/2018,1/11/2018,FALSE,1,4,Yes
a100001183,1/8/2018,Facebook,control,FALSE,English,English,0-18 years,1/9/2018,1/11/2018,FALSE,1,4,Yes
a100001184,1/9/2018,Push,personalization,TRUE,English,English,19-24 years,1/9/2018,3/3/2018,FALSE,1,5,Yes
a100001184,1/8/2018,House Ads,control,FALSE,English,English,19-24 years,1/9/2018,3/3/2018,FALSE,1,5,Yes
a100001185,1/9/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/9/2018,3/26/2018,FALSE,1,3,Yes
a100001185,1/8/2018,House Ads,control,FALSE,Spanish,Spanish,24-30 years,1/9/2018,3/26/2018,FALSE,1,3,Yes
a100001186,1/9/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/9/2018,4/5/2018,FALSE,1,2,Yes
a100001186,1/9/2018,House Ads,control,FALSE,English,English,30-36 years,1/9/2018,4/5/2018,FALSE,1,2,Yes
a100001187,1/10/2018,Facebook,personalization,TRUE,English,English,24-30 years,1/10/2018,3/23/2018,FALSE,2,3,Yes
a100001187,1/9/2018,Push,control,FALSE,English,English,36-45 years,1/10/2018,3/23/2018,FALSE,2,3,Yes
a100001188,1/10/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/10/2018,1/25/2018,FALSE,2,2,Yes
a100001188,1/9/2018,Facebook,control,FALSE,English,English,45-55 years,1/10/2018,1/25/2018,FALSE,2,2,Yes
a100001189,1/10/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/10/2018,,TRUE,2,2,Yes
a100001189,1/9/2018,Instagram,control,FALSE,English,English,0-18 years,1/10/2018,,TRUE,2,2,Yes
a100001190,1/10/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/10/2018,,TRUE,2,3,Yes
a100001190,1/9/2018,Instagram,control,FALSE,English,English,19-24 years,1/10/2018,,TRUE,2,3,Yes
a100001191,1/10/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/10/2018,,TRUE,2,2,Yes
a100001191,1/9/2018,Facebook,control,FALSE,English,English,24-30 years,1/10/2018,,TRUE,2,2,Yes
a100001192,1/10/2018,Email,personalization,FALSE,English,English,19-24 years,1/10/2018,,TRUE,2,4,Yes
a100001192,1/9/2018,House Ads,control,FALSE,English,English,30-36 years,1/10/2018,,TRUE,2,4,Yes
a100001193,1/11/2018,Push,personalization,TRUE,English,English,24-30 years,1/11/2018,,TRUE,3,5,Yes
a100001193,1/10/2018,House Ads,control,FALSE,English,English,36-45 years,1/11/2018,,TRUE,3,5,Yes
a100001194,1/11/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/11/2018,,TRUE,3,3,Yes
a100001194,1/10/2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/11/2018,,TRUE,3,3,Yes
a100001195,1/11/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/11/2018,,TRUE,3,2,Yes
a100001195,1/10/2018,Push,control,FALSE,English,English,0-18 years,1/11/2018,,TRUE,3,2,Yes
a100001196,1/11/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/11/2018,,TRUE,3,3,Yes
a100001196,1/10/2018,Facebook,control,FALSE,English,English,19-24 years,1/11/2018,,TRUE,3,3,Yes
a100001197,1/11/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/11/2018,,TRUE,3,2,Yes
a100001197,1/10/2018,Instagram,control,FALSE,English,English,24-30 years,1/11/2018,,TRUE,3,2,Yes
a100001198,1/11/2018,Email,personalization,FALSE,English,English,19-24 years,1/11/2018,2/24/2018,FALSE,3,4,Yes
a100001198,1/10/2018,Instagram,control,FALSE,English,English,30-36 years,1/11/2018,2/24/2018,FALSE,3,4,Yes
a100001199,1/12/2018,Push,personalization,TRUE,English,English,24-30 years,1/12/2018,3/24/2018,FALSE,4,5,Yes
a100001199,1/10/2018,Facebook,control,FALSE,English,English,36-45 years,1/12/2018,3/24/2018,FALSE,4,5,Yes
a100001200,1/12/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/12/2018,1/17/2018,FALSE,4,3,Yes
a100001200,1/11/2018,House Ads,control,FALSE,English,English,45-55 years,1/12/2018,1/17/2018,FALSE,4,3,Yes
a100001201,1/12/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/12/2018,1/30/2018,FALSE,4,2,Yes
a100001201,1/11/2018,House Ads,control,FALSE,English,English,0-18 years,1/12/2018,1/30/2018,FALSE,4,2,Yes
a100001202,1/12/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/12/2018,4/20/2018,FALSE,4,3,Yes
a100001202,1/11/2018,House Ads,control,FALSE,English,English,19-24 years,1/12/2018,4/20/2018,FALSE,4,3,Yes
a100001203,1/12/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/12/2018,2/7/2018,FALSE,4,2,Yes
a100001203,1/11/2018,Push,control,FALSE,English,English,24-30 years,1/12/2018,2/7/2018,FALSE,4,2,Yes
a100001204,1/13/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/13/2018,4/22/2018,FALSE,5,2,Yes
a100001204,1/11/2018,Facebook,control,FALSE,English,English,30-36 years,1/13/2018,4/22/2018,FALSE,5,2,Yes
a100001205,1/13/2018,Facebook,personalization,TRUE,English,English,24-30 years,1/13/2018,3/10/2018,FALSE,5,3,Yes
a100001205,1/11/2018,Instagram,control,FALSE,English,English,36-45 years,1/13/2018,3/10/2018,FALSE,5,3,Yes
a100001206,1/13/2018,Instagram,personalization,TRUE,English,English,30-36 years,1/13/2018,4/14/2018,FALSE,5,2,Yes
a100001206,1/11/2018,Instagram,control,FALSE,English,English,45-55 years,1/13/2018,4/14/2018,FALSE,5,2,Yes
a100001207,1/13/2018,Email,personalization,TRUE,English,English,36-45 years,1/13/2018,,TRUE,5,4,Yes
a100001207,1/12/2018,Facebook,control,FALSE,English,English,0-18 years,1/13/2018,,TRUE,5,4,Yes
a100001208,1/13/2018,Push,personalization,TRUE,English,English,45-55 years,1/13/2018,,TRUE,5,5,Yes
a100001208,1/12/2018,House Ads,control,FALSE,English,English,19-24 years,1/13/2018,,TRUE,5,5,Yes
a100001209,1/13/2018,Facebook,personalization,TRUE,English,English,55+ years,1/13/2018,,TRUE,5,3,Yes
a100001209,1/12/2018,House Ads,control,FALSE,English,English,24-30 years,1/13/2018,,TRUE,5,3,Yes
a100001210,1/14/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/14/2018,,TRUE,6,2,Yes
a100001210,1/12/2018,House Ads,control,FALSE,English,English,30-36 years,1/14/2018,,TRUE,6,2,Yes
a100001211,1/14/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/14/2018,,TRUE,6,3,Yes
a100001211,1/12/2018,Push,control,FALSE,English,English,36-45 years,1/14/2018,,TRUE,6,3,Yes
a100001212,1/14/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/14/2018,,TRUE,6,2,Yes
a100001212,1/12/2018,Facebook,control,FALSE,English,English,45-55 years,1/14/2018,,TRUE,6,2,Yes
a100001213,1/14/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/14/2018,,TRUE,6,2,Yes
a100001213,1/12/2018,Instagram,control,FALSE,English,English,0-18 years,1/14/2018,,TRUE,6,2,Yes
a100001214,1/14/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/14/2018,,TRUE,6,3,Yes
a100001214,1/13/2018,Instagram,control,FALSE,English,English,19-24 years,1/14/2018,,TRUE,6,3,Yes
a100001215,1/14/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/14/2018,,TRUE,6,2,Yes
a100001215,1/13/2018,Facebook,control,FALSE,English,English,24-30 years,1/14/2018,,TRUE,6,2,Yes
a100001216,1/15/2018,Email,personalization,FALSE,English,English,0-18 years,1/15/2018,,TRUE,0,4,Yes
a100001216,1/13/2018,House Ads,control,FALSE,English,English,30-36 years,1/15/2018,,TRUE,0,4,Yes
a100001217,1/15/2018,Push,personalization,TRUE,English,English,19-24 years,1/15/2018,,TRUE,0,5,Yes
